student_id,studied_course,Background,interested,Hour_week,Study_Materials,Practical_Work,Alone_Study,Sleep_hours,Soc_Activ,stressed_anx,Exp_GPA,Curr_GPA
1176,Probability and Statistics,History,1,7,Books-Recommended:Books-Out Of Course:Lecture Slides,Prefer not to Say,No,3,Volunteering Work:Friend Circle in the University:Sports,Yes,3,3.5
1177,Mandarin,Mathematics,10,2,Notes:Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Books-Out Of Course,No,Yes,6,Fishing:Modelling,Yes,1,3
1178,English,Mathematics,1,7,Books-Recommended:Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides,Yes,Yes,7,Volunteering Work:Programming:Fishing:Sports:Friend Circle in the University:Modelling,No,2,3
1179,Mandarin,Biology,4,6,Books-Recommended:Notes:Books-Out Of Course,NA,Yes,5,Programming:Volunteering Work:Modelling:Friend Circle in the University,No,3,4
1180,Databases,Computer Science,0,10+,Internet Resources(Videos Articles),Yes,No,1,Volunteering Work:Modelling,No,2,4
1181,Linear Algebra,Computer Science,9,10+,Books-Out Of Course:Notes,Yes,Yes,4,Friend Circle in the University:Modelling:Volunteering Work:Sports:Fishing:Programming,Yes,4,4
1182,Linear Algebra,Biology,5,5,Internet Resources(Videos Articles):Notes:Lecture Slides:Books-Out Of Course,NA,Yes,2,Sports:Programming,Yes,4,2.5
1183,Databases,Languages,5,1,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,3,Friend Circle in the University,No,4,1
1184,Linear Algebra,Mathematics,4,8,Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,5,Friend Circle in the University:Fishing:Sports:Modelling:Programming:Volunteering Work,Yes,2,1
1185,Mandarin,Mathematics,6,1,Books-Out Of Course:Lecture Slides:Books-Recommended,No,No,8,Modelling:Fishing:Sports,No,2,1.5
1186,Genetics,Languages,6,3,Internet Resources(Videos Articles),No,Yes,5,Sports:Volunteering Work:Fishing:Programming:Friend Circle in the University:Modelling,Yes,4,2
1187,Biochemistry,Chemistry,9,0,Notes,NA,No,5,Sports:Modelling,Yes,1,3
1188,English,Mathematics,4,6,Lecture Slides,Prefer not to Say,No,0,Friend Circle in the University,Yes,4,3
1189,Databases,Chemistry,4,2,Notes:Books-Out Of Course:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),No,Yes,7,Modelling:Sports:Friend Circle in the University:Volunteering Work,Yes,2,1.5
1190,Linear Algebra,Chemistry,1,3,Notes:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,No,No,1,Friend Circle in the University:Programming,Yes,3,3
1191,Probability and Statistics,Chemistry,2,4,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,Prefer not to Say,Yes,4,Fishing:Volunteering Work:Sports,Yes,2,4
1192,Linear Algebra,Mathematics,6,5,Notes:Lecture Slides:Books-Out Of Course,Prefer not to Say,No,6,Friend Circle in the University:Modelling:Sports:Fishing:Programming,Yes,4,3
1193,Probability and Statistics,Chemistry,5,8,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,Yes,No,2,Volunteering Work:Programming,Yes,4,1.5
1194,Mandarin,Biology,2,4,Internet Resources(Videos Articles):Notes:Lecture Slides,NA,No,9,Modelling:Sports:Fishing:Volunteering Work:Programming:Friend Circle in the University,Yes,1,4
1195,Organic Chemistry,Chemistry,1,0,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,NA,Yes,8,Fishing:Friend Circle in the University:Volunteering Work,Yes,1,3
1196,English,Mathematics,2,3,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Notes,Yes,No,3,Modelling:Friend Circle in the University,No,2,2
1197,English,Chemistry,3,0,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes,No,Yes,10+,Fishing:Friend Circle in the University:Modelling:Sports:Programming:Volunteering Work,Yes,4,2
1198,Functional Programming,Chemistry,2,4,Books-Recommended:Books-Out Of Course:Lecture Slides:Notes,Prefer not to Say,No,2,Sports:Fishing,Yes,1,1
1199,English,Computer Science,7,7,Lecture Slides:Internet Resources(Videos Articles),Yes,No,10+,Volunteering Work:Programming:Sports:Modelling:Friend Circle in the University,Yes,3,1
1200,Databases,Languages,10,6,Lecture Slides:Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles),NA,No,9,Sports:Modelling:Volunteering Work:Fishing:Programming,No,2,1.5
1201,Biochemistry,History,1,8,Books-Recommended,Prefer not to Say,Yes,1,Modelling:Programming:Friend Circle in the University,No,1,3
1202,Databases,Computer Science,5,5,Internet Resources(Videos Articles):Books-Recommended,Yes,Yes,1,Fishing,No,3,2
1203,Functional Programming,History,6,3,Notes:Lecture Slides:Books-Out Of Course,Prefer not to Say,No,0,Fishing:Sports:Modelling:Friend Circle in the University:Programming:Volunteering Work,Yes,4,3.5
1204,Mandarin,History,4,6,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Notes:Lecture Slides,Prefer not to Say,Yes,0,Programming:Sports,Yes,3,1
1205,Probability and Statistics,Computer Science,0,8,Books-Recommended:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles),Prefer not to Say,Yes,0,Modelling:Sports:Fishing,Yes,3,1.5
1206,Databases,Chemistry,7,8,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Notes:Lecture Slides,No,Yes,1,Modelling:Programming:Friend Circle in the University:Fishing:Volunteering Work:Sports,Yes,2,2.5
1207,Functional Programming,Computer Science,1,6,Books-Recommended,Prefer not to Say,No,3,Volunteering Work:Friend Circle in the University:Fishing:Sports:Modelling:Programming,No,4,2
1208,Mandarin,Biology,9,9,Notes:Internet Resources(Videos Articles):Books-Recommended,No,No,6,Modelling:Friend Circle in the University:Sports:Fishing:Volunteering Work:Programming,No,1,1
1209,Databases,History,5,4,Lecture Slides:Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles),NA,Yes,10+,Modelling:Fishing:Programming:Sports:Friend Circle in the University,Yes,3,2
1210,Organic Chemistry,Chemistry,8,1,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,No,No,7,Sports:Fishing:Volunteering Work:Friend Circle in the University,Yes,3,2.5
1211,Latin,Biology,8,5,Internet Resources(Videos Articles):Lecture Slides,No,Yes,10+,Programming,Yes,2,2
1212,English,Computer Science,5,5,Lecture Slides:Books-Recommended,No,No,8,Fishing,No,3,4
1213,Probability and Statistics,Chemistry,7,10+,Notes:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,9,Volunteering Work:Friend Circle in the University,No,1,3.5
1214,Biochemistry,Computer Science,6,1,Internet Resources(Videos Articles):Notes,Yes,Yes,9,Volunteering Work:Programming,No,1,3
1215,Linear Algebra,Biology,9,8,Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,Yes,Yes,0,Programming:Volunteering Work,Yes,3,1
1216,Linear Algebra,Computer Science,6,10+,Books-Out Of Course:Lecture Slides:Notes:Internet Resources(Videos Articles),Prefer not to Say,Yes,2,Modelling:Friend Circle in the University:Fishing:Programming,Yes,2,1.5
1217,Latin,Languages,10,0,Notes:Books-Out Of Course,NA,Yes,2,Sports:Modelling:Volunteering Work:Friend Circle in the University:Programming,Yes,1,4
1218,Functional Programming,Mathematics,4,10+,Books-Out Of Course:Lecture Slides:Books-Recommended:Notes,No,Yes,10+,Programming:Friend Circle in the University:Sports:Modelling,No,4,2.5
1219,Databases,Biology,3,7,Notes:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,Yes,3,Sports:Modelling:Fishing,No,2,1.5
1220,Biochemistry,Mathematics,9,0,Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Out Of Course,Yes,No,2,Modelling:Programming,No,2,3.5
1221,Biochemistry,Computer Science,7,4,Books-Out Of Course:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Recommended,NA,Yes,3,Volunteering Work:Friend Circle in the University,Yes,2,4
1222,Probability and Statistics,Chemistry,0,3,Books-Recommended:Notes,Prefer not to Say,Yes,9,Fishing:Friend Circle in the University:Modelling,No,4,1
1223,Biochemistry,Computer Science,7,2,Notes:Internet Resources(Videos Articles),No,Yes,5,Volunteering Work:Modelling:Sports,Yes,1,1.5
1224,Organic Chemistry,Biology,0,10+,Books-Out Of Course:Books-Recommended:Notes:Internet Resources(Videos Articles):Lecture Slides,Yes,No,9,Friend Circle in the University,No,2,3.5
1225,Latin,History,9,2,Books-Recommended:Notes,NA,No,4,Friend Circle in the University:Programming,No,4,2.5
1226,Genetics,Chemistry,7,0,Books-Out Of Course:Internet Resources(Videos Articles):Notes,Yes,Yes,1,Programming:Sports:Modelling:Volunteering Work:Fishing:Friend Circle in the University,No,4,2.5
1227,Biochemistry,Biology,7,7,Books-Out Of Course:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),NA,Yes,8,Fishing:Sports:Modelling:Volunteering Work:Programming:Friend Circle in the University,No,2,3.5
1228,Databases,Biology,2,5,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),Yes,No,8,Fishing,Yes,1,1
1229,Biochemistry,Chemistry,2,8,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended:Notes,Prefer not to Say,No,0,Modelling:Volunteering Work,No,2,3.5
1230,Latin,Chemistry,7,3,Books-Out Of Course:Internet Resources(Videos Articles),NA,No,1,Modelling,No,1,3
1231,Latin,Chemistry,2,2,Notes,Prefer not to Say,Yes,5,Fishing:Modelling:Programming,Yes,1,3.5
1232,Linear Algebra,Chemistry,1,4,Notes:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,Prefer not to Say,Yes,5,Programming:Modelling:Sports:Friend Circle in the University:Fishing,No,2,2.5
1233,Genetics,Computer Science,6,9,Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,NA,No,4,Programming:Friend Circle in the University,Yes,3,2
1234,Linear Algebra,Mathematics,3,10+,Books-Out Of Course:Books-Recommended:Notes:Lecture Slides:Internet Resources(Videos Articles),Prefer not to Say,Yes,7,Sports:Programming:Fishing:Modelling,Yes,3,2.5
1235,Genetics,Languages,9,0,Internet Resources(Videos Articles),NA,No,8,Modelling:Programming,No,2,2
1236,Databases,Biology,1,9,Lecture Slides,No,Yes,10+,Sports:Friend Circle in the University,No,1,4
1237,Linear Algebra,Computer Science,7,5,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),No,No,4,Programming:Sports:Modelling:Friend Circle in the University:Fishing,No,1,1.5
1238,Databases,History,6,7,Internet Resources(Videos Articles):Notes,No,Yes,8,Sports:Modelling,Yes,1,3
1239,Biochemistry,Chemistry,2,1,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides,Prefer not to Say,Yes,2,Fishing:Friend Circle in the University:Programming:Volunteering Work:Sports:Modelling,No,4,3
1240,Databases,Computer Science,6,0,Books-Recommended:Notes:Books-Out Of Course,NA,No,6,Modelling:Sports,No,4,4
1241,Functional Programming,Languages,5,7,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides:Books-Recommended,NA,Yes,10+,Programming:Modelling,Yes,3,1.5
1242,Organic Chemistry,Computer Science,7,0,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended:Books-Out Of Course,Yes,No,1,Sports:Programming:Modelling:Volunteering Work,Yes,4,1.5
1243,Functional Programming,Languages,10,8,Internet Resources(Videos Articles),No,No,4,Friend Circle in the University,Yes,4,3
1244,Functional Programming,Biology,6,8,Books-Out Of Course,NA,No,0,Programming:Friend Circle in the University:Fishing,No,2,2
1245,Biochemistry,Languages,9,10+,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended:Notes,NA,No,3,Sports,No,1,4
1246,English,Computer Science,3,0,Internet Resources(Videos Articles),Yes,Yes,3,Fishing:Modelling:Sports,No,4,2.5
1247,Mandarin,Chemistry,5,2,Internet Resources(Videos Articles),Prefer not to Say,No,5,Friend Circle in the University:Modelling,Yes,1,1
1248,Biochemistry,Computer Science,5,7,Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides:Notes,Yes,Yes,5,Modelling,Yes,4,2.5
1249,Linear Algebra,Biology,0,4,Internet Resources(Videos Articles):Books-Recommended:Notes,Yes,No,7,Fishing:Volunteering Work:Programming:Friend Circle in the University:Modelling:Sports,Yes,2,3.5
1250,Mandarin,Biology,8,6,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,Yes,No,8,Friend Circle in the University:Modelling:Programming,Yes,4,2
1251,Biochemistry,History,10,0,Books-Recommended:Lecture Slides:Books-Out Of Course,NA,Yes,3,Programming:Modelling:Sports:Fishing,No,4,3.5
1252,Genetics,Computer Science,10,4,Notes,Yes,No,8,Fishing,No,2,1
1253,English,Biology,1,10+,Notes,Prefer not to Say,No,9,Friend Circle in the University:Volunteering Work:Modelling,No,3,3
1254,English,Languages,4,4,Books-Recommended:Books-Out Of Course:Notes:Lecture Slides:Internet Resources(Videos Articles),Prefer not to Say,Yes,3,Volunteering Work:Modelling:Fishing:Sports,Yes,2,2
1255,Databases,Chemistry,5,8,Internet Resources(Videos Articles),No,No,5,Volunteering Work,No,3,2
1256,English,Biology,7,10+,Internet Resources(Videos Articles),Yes,Yes,0,Volunteering Work:Programming:Friend Circle in the University:Sports:Fishing:Modelling,Yes,4,2
1257,Organic Chemistry,Computer Science,0,7,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Notes:Books-Out Of Course,Yes,Yes,7,Fishing:Sports:Friend Circle in the University,Yes,4,1.5
1258,Organic Chemistry,Languages,6,8,Notes:Books-Recommended,Prefer not to Say,No,6,Modelling:Fishing:Friend Circle in the University,No,1,3
1259,Genetics,Computer Science,1,9,Books-Recommended,No,Yes,7,Modelling:Volunteering Work,No,1,2
1260,Genetics,Chemistry,1,8,Lecture Slides:Books-Out Of Course,NA,No,0,Friend Circle in the University,No,4,1.5
1261,Linear Algebra,History,7,6,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course,No,No,10+,Programming:Volunteering Work:Fishing:Sports:Friend Circle in the University:Modelling,Yes,2,3
1262,Biochemistry,Chemistry,2,8,Notes,NA,Yes,7,Friend Circle in the University:Fishing:Programming,No,3,1.5
1263,Organic Chemistry,Mathematics,8,2,Internet Resources(Videos Articles):Lecture Slides,No,Yes,9,Programming:Modelling:Sports:Fishing,No,4,1
1264,Probability and Statistics,History,3,6,Books-Out Of Course:Books-Recommended:Notes:Lecture Slides,No,No,8,Volunteering Work:Programming:Sports,No,2,3
1265,Mandarin,Computer Science,3,5,Books-Out Of Course:Lecture Slides,NA,No,8,Modelling:Volunteering Work:Friend Circle in the University:Fishing,No,4,3.5
1266,Probability and Statistics,Biology,10,2,Books-Out Of Course:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Notes,Yes,No,0,Fishing:Modelling:Volunteering Work,Yes,1,2.5
1267,Probability and Statistics,Computer Science,2,4,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,Yes,No,5,Friend Circle in the University:Programming:Volunteering Work:Sports:Modelling,No,1,4
1268,Organic Chemistry,Mathematics,4,0,Books-Out Of Course:Books-Recommended,Yes,Yes,4,Sports:Friend Circle in the University:Programming,No,1,3
1269,Databases,Biology,6,2,Books-Out Of Course:Books-Recommended,Prefer not to Say,Yes,3,Fishing:Volunteering Work:Friend Circle in the University:Modelling,Yes,2,3.5
1270,Probability and Statistics,Chemistry,4,4,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes,Prefer not to Say,Yes,3,Programming:Fishing:Modelling:Volunteering Work:Friend Circle in the University:Sports,No,2,2
1271,Linear Algebra,Mathematics,5,2,Lecture Slides:Internet Resources(Videos Articles):Notes,Yes,Yes,2,Volunteering Work:Fishing:Friend Circle in the University,Yes,1,1
1272,Genetics,Mathematics,5,4,Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Out Of Course,No,Yes,10+,Friend Circle in the University:Sports:Modelling:Fishing:Volunteering Work,Yes,2,3
1273,Mandarin,Chemistry,2,1,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course:Notes,NA,Yes,2,Fishing:Programming:Volunteering Work:Sports,No,1,3
1274,Organic Chemistry,Chemistry,1,6,Books-Recommended:Notes:Internet Resources(Videos Articles),No,No,9,Sports:Fishing:Friend Circle in the University:Modelling,Yes,3,1.5
1275,Genetics,History,7,7,Books-Out Of Course:Notes:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles),NA,Yes,3,Volunteering Work:Sports:Friend Circle in the University,Yes,3,1
1276,Biochemistry,Biology,7,4,Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles),Yes,No,2,Modelling:Fishing,No,1,3.5
1277,Organic Chemistry,History,2,6,Books-Recommended:Internet Resources(Videos Articles):Notes,Yes,No,1,Fishing,No,4,3.5
1278,Genetics,Computer Science,7,3,Internet Resources(Videos Articles),No,No,9,Friend Circle in the University,No,4,3.5
1279,Probability and Statistics,Mathematics,9,9,Internet Resources(Videos Articles):Notes:Books-Recommended,Yes,Yes,5,Friend Circle in the University:Fishing:Modelling:Volunteering Work:Programming:Sports,No,1,2
1280,English,Chemistry,2,5,Notes:Books-Recommended:Lecture Slides:Books-Out Of Course,Prefer not to Say,Yes,1,Modelling:Programming:Fishing:Sports,No,3,3
1281,Probability and Statistics,History,9,2,Internet Resources(Videos Articles):Lecture Slides:Notes,NA,No,2,Fishing,No,4,3.5
1282,English,Biology,2,8,Books-Recommended:Notes:Books-Out Of Course:Lecture Slides,NA,No,8,Sports:Modelling:Friend Circle in the University:Fishing:Programming,Yes,2,3
1283,Linear Algebra,Languages,6,9,Books-Recommended,NA,No,5,Friend Circle in the University:Volunteering Work:Programming:Fishing:Modelling:Sports,Yes,2,1.5
1284,Probability and Statistics,Biology,6,2,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,Prefer not to Say,No,5,Modelling:Programming:Fishing,No,1,1
